,date_calculated,date_end,slice,state,city,market,cbsa,geo_code,population,current_price,loan,equity,market_cagr,noi_cap_rate_compounded,fixed_interest_rate,operation_cashflow,market_cap_appreciation_bp,irr,npv,equity_multiple,demand_vs_supply,demand_yoy_growth,supply_yoy_growth,horizon,latitude,longitude
0,2020-06-30,2025-06-30,Class B,New York,Rochester,"Rochester,New York",40380,G2-40380,1090245.0,166482.2326,116537.56281999998,49944.66978000001,-0.006088784260301683,0.04785879777340673,0.0456,0.0022587977734067274,-110.97036302089705,0.03402387387733885,-2467.337267099123,1.1653951668470377,0.9477575883924172,0.023354685520855734,0.02578444276602676,5 Yrs (2020-2025),43.157285,-77.615214
0,2020-06-30,2025-06-30,Class C,New York,Rochester,"Rochester,New York",40380,G2-40380,1090245.0,79195.9267,55437.148689999995,23758.77801,0.016769772511143977,0.07593718421087499,0.0456,0.030337184210874987,-79.43890988826696,0.18309646810430014,15919.79769127284,2.0226486463780997,0.9642650797103469,-0.0015292213859429138,0.0015060982012808921,5 Yrs (2020-2025),43.157285,-77.615214
0,2020-06-30,2025-06-30,Class A,California,Sacramento,"Sacramento,California",40900,G2-40900,2398447.0,323085.8835,226160.11844999998,96925.76505000002,0.01671776631359556,0.035774246739550146,0.0456,-0.009825753260449856,-54.091438651084,0.06365615823981807,8452.842744603287,1.3523400588868786,0.891788777740971,0.09004740947109457,0.08765391373119469,5 Yrs (2020-2025),38.5810606,-121.493895
0,2020-06-30,2025-06-30,Class B,California,Sacramento,"Sacramento,California",40900,G2-40900,2398447.0,236181.3845,165326.96915,70854.41535,0.01868129350905945,0.04354317005419214,0.04560000000000001,-0.0020568299458078657,-50.193220376967965,0.0924921934627736,16196.978972783814,1.5169267743931811,0.9406549282460608,0.01823165439671648,0.02257051904477625,5 Yrs (2020-2025),38.5810606,-121.493895
0,2020-06-30,2025-06-30,Class C,California,Sacramento,"Sacramento,California",40900,G2-40900,2398447.0,167971.1697,117579.81878999999,50391.35091000001,0.025794511449714008,0.04722334896687724,0.0456,0.0016233489668772416,-43.39907318353701,0.12134522245800516,19384.659088720822,1.7077224025044158,0.9583406390612025,-0.0030641086374244564,4.8547987058000786e-05,5 Yrs (2020-2025),38.5810606,-121.493895
0,2020-06-30,2025-06-30,Class A,Missouri,Saint Louis,"Saint Louis,Missouri",41180,G2-41180,2820718.0,232809.2021,162966.44147,69842.76063,0.001900937902078903,0.03768251130769885,0.0456,-0.007917488692301154,-75.89504122734,0.025269149328720042,-6293.824782611911,1.1278448348496783,0.8887421110699909,0.06215868326351326,0.06434675643025933,5 Yrs (2020-2025),38.6280278,-90.1910154
0,2020-06-30,2025-06-30,Class B,Missouri,Saint Louis,"Saint Louis,Missouri",41180,G2-41180,2820718.0,137243.0521,96070.13647,41172.91563,0.022822397835589703,0.047985428963356426,0.0456,0.0023854289633564243,-53.606852889060974,0.1159378929387529,14493.852767419427,1.665893294211039,0.9076395447747928,0.03561040351109801,0.04112096624769501,5 Yrs (2020-2025),38.6280278,-90.1910154
0,2020-06-30,2025-06-30,Class C,Missouri,Saint Louis,"Saint Louis,Missouri",41180,G2-41180,2820718.0,80879.5965,56615.717549999994,24263.878950000006,0.03748403101873854,0.06234953524074925,0.0456,0.01674953524074925,-39.62479531764998,0.19080901491594116,18935.663279824912,2.1805165744025294,0.9206217623408892,-0.0016185237448893552,0.00038663984218390013,5 Yrs (2020-2025),38.6280278,-90.1910154
0,2020-06-30,2025-06-30,Class A,Utah,Salt Lake City,"Salt Lake City,Utah",41620,G2-41620,1257937.0,314499.4963,220149.64740999998,94349.84889000002,0.027812405533881757,0.02785695620687392,0.0456,-0.017743043793126082,-37.69852221012095,0.07144930796358118,12547.168175808154,1.4223341779226568,0.8740175559263421,0.0866482819184895,0.08308505381216502,5 Yrs (2020-2025),40.7596198,-111.886797
0,2020-06-30,2025-06-30,Class B,Utah,Salt Lake City,"Salt Lake City,Utah",41620,G2-41620,1257937.0,241969.6256,169378.73791999999,72590.88768000001,0.03717056661381357,0.03291053450994833,0.0456,-0.01268946549005167,-26.908069849014005,0.11054240088565437,25332.87262976174,1.6838173303707473,0.9048161771433102,0.059814119552488165,0.06705645338543764,5 Yrs (2020-2025),40.7596198,-111.886797
0,2020-06-30,2025-06-30,Class C,Utah,Salt Lake City,"Salt Lake City,Utah",41620,G2-41620,1257937.0,149060.6729,104342.47103,44718.201870000004,0.04236750236771325,0.043382348690404166,0.04560000000000001,-0.002217651309595843,-26.684701442718993,0.15120472395262263,26008.66138176051,1.9595868449446308,0.9404978599483506,-0.0009612289881013591,0.0024915446987139322,5 Yrs (2020-2025),40.7596198,-111.886797
0,2020-06-30,2025-06-30,Class A,Texas,San Antonio,"San Antonio,Texas",41700,G2-41700,2558466.0,166914.8458,116840.39206,50074.45374000001,0.013244611611480162,0.04455212508279746,0.0456,-0.0010478749172025403,-67.13844835758195,0.08109136459278332,8370.672440704744,1.4372042292319418,0.8960284870628287,0.04370713718392327,0.044147308701469656,5 Yrs (2020-2025),29.4246002,-98.4951405
0,2020-06-30,2025-06-30,Class B,Texas,San Antonio,"San Antonio,Texas",41700,G2-41700,2558466.0,140380.7463,98266.52240999999,42114.22389000001,0.013950675329146067,0.04602529097282197,0.0456,0.0004252909728219706,-65.990462899208,0.08770264406047934,8373.853040786104,1.4741779527951546,0.8782119447087292,0.0473462090981327,0.06292941899624749,5 Yrs (2020-2025),29.4246002,-98.4951405
0,2020-06-30,2025-06-30,Class C,Texas,San Antonio,"San Antonio,Texas",41700,G2-41700,2558466.0,82479.3059,57735.51413,24743.791770000003,0.01776436143067639,0.05849631901846848,0.04560000000000001,0.012896319018468473,-65.61707705259302,0.1353182710731029,10733.145263681101,1.7497189558712989,0.9050699359468489,-0.012251604689505813,0.0004106887561849959,5 Yrs (2020-2025),29.4246002,-98.4951405
0,2020-06-30,2025-06-30,Class A,California,San Diego,"San Diego,California",41740,G2-41740,3300105.0,506929.2939,354850.50573,152078.78817,0.02888370825615838,0.03315104838112873,0.0456,-0.012448951618871273,-32.31704235076897,0.08915632115740046,34301.083486383635,1.5305364568188193,0.9098862072207646,0.0814722857019996,0.07712571572462057,5 Yrs (2020-2025),32.7174202,-117.162772
0,2020-06-30,2025-06-30,Class B,California,San Diego,"San Diego,California",41740,G2-41740,3300105.0,357474.8571,250232.39997,107242.45713000002,0.030786478989253796,0.038641389618457,0.045599999999999995,-0.006958610381542996,-31.941905617714,0.10941847245436409,35784.457071098295,1.6577124392194225,0.9572534248376693,0.017038578621341838,0.016087297157072245,5 Yrs (2020-2025),32.7174202,-117.162772
0,2020-06-30,2025-06-30,Class C,California,San Diego,"San Diego,California",41740,G2-41740,3300105.0,281114.2763,196779.99341,84334.28289000003,0.033625166080711644,0.03622595572049863,0.0456,-0.009374044279501371,-31.374059617520004,0.10982678104313992,28772.657873463715,1.671162484473449,0.9682894473840769,-0.0007704182773577983,-0.0002656651508913255,5 Yrs (2020-2025),32.7174202,-117.162772
0,2020-06-30,2025-06-30,Class A,California,San Francisco,"San Francisco,California",41884,G2-41884,1639106.0,785022.9989,549516.0992299999,235506.89967000007,-0.051575645779924906,0.02443853568866421,0.0456,-0.021161464311335792,-112.94577270746203,-0.3058569606502074,-219144.13890953196,0.09992666564646378,0.8867752684967902,0.07655560097255054,0.0588020248238359,5 Yrs (2020-2025),37.7792588,-122.4193286
0,2020-06-30,2025-06-30,Class B,California,San Francisco,"San Francisco,California",41884,G2-41884,1639106.0,606907.6947,424835.38629,182072.30841,-0.038424570146306625,0.026378976631737275,0.0456,-0.019221023368262726,-97.89425879716902,-0.19041949683316783,-137726.87300023803,0.3146000180733588,0.9315503969720358,0.01849897308415427,0.008553886462856486,5 Yrs (2020-2025),37.7792588,-122.4193286
0,2020-06-30,2025-06-30,Class C,California,San Francisco,"San Francisco,California",41884,G2-41884,1639106.0,542797.9409,379958.55863,162839.38227000006,-0.008401000639016831,0.02409742892318275,0.0456,-0.021502571076817252,-69.62582468986497,-0.056710799918662014,-69204.8087032698,0.7319400174779259,0.9441807879342633,0.005149073772701129,2.9864564254689085e-05,5 Yrs (2020-2025),37.7792588,-122.4193286
0,2020-06-30,2025-06-30,Class A,California,San Jose,"San Jose,California",41940,G2-41940,2001373.0,664121.082,464884.7574,199236.32460000005,-0.01550816139849609,0.02740736255265975,0.0456,-0.018192637447340253,-76.68253034353297,-0.07248002239838491,-93162.82465002203,0.6742134239259765,0.9041090663792191,0.08676106920110649,0.0698943253838602,5 Yrs (2020-2025),37.3361663,-121.890591
0,2020-06-30,2025-06-30,Class B,California,San Jose,"San Jose,California",41940,G2-41940,2001373.0,530823.0506,371576.13541999995,159246.91518,-0.00447129725233375,0.031024442718311934,0.0456,-0.014575557281688068,-64.304061233997,-0.018168992445636745,-43551.396785690595,0.9112158679790918,0.9481482295666711,0.016659692757713618,0.013256248681791094,5 Yrs (2020-2025),37.3361663,-121.890591
0,2020-06-30,2025-06-30,Class C,California,San Jose,"San Jose,California",41940,G2-41940,2001373.0,401702.9256,281192.04792,120510.87768000003,0.004535624596350596,0.032049058391182855,0.0456,-0.013550941608817146,-56.418254971504005,0.015126958782841315,-16666.79222526762,1.0784335634137165,0.9545100088586035,0.004863891101482665,-0.0005507744779069679,5 Yrs (2020-2025),37.3361663,-121.890591
0,2020-06-30,2025-06-30,Class A,Florida,Sarasota,"Sarasota,Florida",35840,G2-35840,833723.0625,239816.7092,167871.69644,71945.01276000001,0.05143897262631625,0.04401937502561342,0.0456,-0.001580624974386581,-11.884495615959029,0.17614356554574218,53216.008789930325,2.1518261395898923,0.8615455170882274,0.14145559993339996,0.1396678216072289,5 Yrs (2020-2025),27.3365805,-82.5308545
0,2020-06-30,2025-06-30,Class B,Florida,Sarasota,"Sarasota,Florida",35840,G2-35840,833723.0625,208668.5192,146067.96344,62600.55576000002,0.05077802694634048,0.04712303300885629,0.0456,0.0015230330088562907,-12.97630369663301,0.18268341099230323,48451.749061263756,2.1901074107418403,0.8820503197180285,0.07272345411331327,0.09750313874328498,5 Yrs (2020-2025),27.3365805,-82.5308545
0,2020-06-30,2025-06-30,Class C,Florida,Sarasota,"Sarasota,Florida",35840,G2-35840,833723.0625,123356.8808,86349.81655999999,37007.06424000001,0.0589288026028465,0.06507154943885116,0.0456,0.019471549438851155,-4.197210073471,0.2436134806197754,43144.990924955135,2.657450557670022,0.9495937856926902,0.00018958735760921108,0.0016568494728836924,5 Yrs (2020-2025),27.3365805,-82.5308545
0,2020-06-30,2025-06-30,Class A,Pennsylvania,Scranton,"Scranton,Pennsylvania",42540,G2-42540,567608.25,291900.1492,204330.10443999997,87570.04476000002,0.004582237551931545,0.027842192857414124,0.04560000000000001,-0.017757807142585885,-94.52380239963503,0.0017616384320109368,-17377.070614524666,1.0091102846360107,0.9842816199785407,-0.00042842543272403333,0.0,5 Yrs (2020-2025),41.4086874,-75.6621294
0,2020-06-30,2025-06-30,Class B,Pennsylvania,Scranton,"Scranton,Pennsylvania",42540,G2-42540,567608.25,131036.0528,91725.23696,39310.81584000001,0.02167419640035484,0.05845822608101524,0.04560000000000001,0.01285822608101523,-52.41699516773196,0.14437729104736063,19213.622898077607,1.8195424918418899,0.9424801792182727,0.013228796176964597,0.014823005830556513,5 Yrs (2020-2025),41.4086874,-75.6621294
0,2020-06-30,2025-06-30,Class C,Pennsylvania,Scranton,"Scranton,Pennsylvania",42540,G2-42540,567608.25,60941.3029,42658.91203,18282.390870000003,0.0317958131625411,0.10047723830988599,0.0456,0.05487723830988599,-60.33442914486001,0.28671739563464693,22834.13848662286,2.7073386162184834,0.9697568927399258,0.0010569339152561863,0.0015672915543463173,5 Yrs (2020-2025),41.4086874,-75.6621294
0,2020-06-30,2025-06-30,Class A,Washington,Seattle,"Seattle,Washington",42660,G2-42660,4020007.0,507519.1211,355263.38476999995,152255.73633000004,-0.0023109804584452442,0.024494818823224476,0.04560000000000001,-0.021105181176775532,-66.979900002479,-0.03283842874624687,-51705.21097881341,0.8379082495076795,0.9173057917223644,0.06900960040535153,0.06452311786277565,5 Yrs (2020-2025),47.6038321,-122.330062
0,2020-06-30,2025-06-30,Class B,Washington,Seattle,"Seattle,Washington",42660,G2-42660,4020007.0,343862.7366,240703.91561999999,103158.82098000002,0.012320212454002943,0.030242476963207712,0.0456,-0.01535752303679229,-47.805830836296984,0.03364847112026559,-5841.278812051227,1.1825004649185098,0.934111804553746,0.0328180061068577,0.03720162824606055,5 Yrs (2020-2025),47.6038321,-122.330062
0,2020-06-30,2025-06-30,Class C,Washington,Seattle,"Seattle,Washington",42660,G2-42660,4020007.0,229547.8857,160683.51999,68864.36571000001,0.02133784687708662,0.035774065429214,0.0456,-0.009825934570786003,-44.014342129230016,0.0762306810624227,10500.286502991396,1.4353693052134502,0.952858617424471,-0.0015956773741861996,-0.00016065815670174288,5 Yrs (2020-2025),47.6038321,-122.330062
0,2020-06-30,2025-06-30,Class A,Washington,Spokane,"Spokane,Washington",44060,G2-44060,599370.4375,259444.5125,181611.15875,77833.35375000001,0.018350488641447615,0.03211103225327012,0.0456,-0.013488967746729884,-54.01235073804904,0.05737347549375316,4464.732619315138,1.3204579045793359,0.9255820841008234,0.06730014898813752,0.06896407471907273,5 Yrs (2020-2025),47.6571934,-117.42351
0,2020-06-30,2025-06-30,Class B,Washington,Spokane,"Spokane,Washington",44060,G2-44060,599370.4375,159852.5637,111896.79458999999,47955.76911000001,0.038408203196381496,0.04583246786842684,0.0456,0.00023246786842683748,-32.786019146441994,0.14922780107669098,26698.896626201968,1.9231093818820313,0.9303773229542105,0.05086827384144654,0.06035155993026131,5 Yrs (2020-2025),47.6571934,-117.42351
0,2020-06-30,2025-06-30,Class C,Washington,Spokane,"Spokane,Washington",44060,G2-44060,599370.4375,91343.0257,63940.11798999999,27402.907710000007,0.045437101649933975,0.0607077083649977,0.0456,0.015107708364997696,-24.212226271629056,0.2045014575762123,24177.158338299247,2.309096399724379,0.9541033141161579,-0.0008783748570757588,0.002697577702714282,5 Yrs (2020-2025),47.6571934,-117.42351
0,2020-06-30,2025-06-30,Class A,Massachusetts,Springfield,"Springfield,Massachusetts",44140,G2-44140,628172.8125,306599.7291,214619.81037,91979.91873,0.02223610270764187,0.0431915163317338,0.0456,-0.0024084836682662022,-56.23877048492397,0.1003084796365672,25148.18028581579,1.5753123692641369,0.9698853317750696,0.3429457808495058,0.3476077390266208,5 Yrs (2020-2025),42.1018764,-72.5886727
0,2020-06-30,2025-06-30,Class B,Massachusetts,Springfield,"Springfield,Massachusetts",44140,G2-44140,628172.8125,133720.3557,93604.24898999998,40116.10671000001,0.031032821687960732,0.06970391927332956,0.0456,0.024103919273329555,-41.73770546913105,0.19671946536364282,31631.14747989435,2.1800586275000606,0.9789982256080452,0.013006530786286774,0.012208768015867566,5 Yrs (2020-2025),42.1018764,-72.5886727
0,2020-06-30,2025-06-30,Class C,Massachusetts,Springfield,"Springfield,Massachusetts",44140,G2-44140,628172.8125,87975.7117,61582.99819,26392.71351,0.0440963878973053,0.07437402099581489,0.0456,0.028774020995814886,-32.20185637474102,0.23661771851669622,27915.738653858134,2.5102449372272893,0.9761767334086834,0.0008869998230240927,0.0005490360868660726,5 Yrs (2020-2025),42.1018764,-72.5886727
0,2020-06-30,2025-06-30,Class A,Connecticut,Stamford,"Stamford,Connecticut",14860,G2-14860,957849.4375,355374.6952,248762.28664,106612.40856000001,0.013874291825547669,0.04238267964805485,0.0456,-0.0032173203519451493,-59.28196012973702,0.07535758303553197,15149.06900659269,1.4121223678178725,0.92020210704014,0.06809541856794343,0.05002243380017091,5 Yrs (2020-2025),41.0534302,-73.5387341
0,2020-06-30,2025-06-30,Class B,Connecticut,Stamford,"Stamford,Connecticut",14860,G2-14860,957849.4375,316534.8875,221574.42124999998,94960.46625000003,0.017506318818885536,0.044719041106796475,0.0456,-0.0008809588932035262,-51.70125514268903,0.09213501802427304,21569.57375525309,1.5154854490221974,0.9379494879763381,0.05591060247357871,0.05418411205470308,5 Yrs (2020-2025),41.0534302,-73.5387341
0,2020-06-30,2025-06-30,Class C,Connecticut,Stamford,"Stamford,Connecticut",14860,G2-14860,957849.4375,152495.5638,106746.89465999999,45748.66914000001,0.02629210889278011,0.05722453605112557,0.0456,0.011624536051125567,-52.96327173709897,0.1512578063602703,24585.886556375262,1.8836004242082984,0.9651004640219899,-0.0004628061433842312,-0.0008664791747565737,5 Yrs (2020-2025),41.0534302,-73.5387341
0,2020-06-30,2025-06-30,Class A,California,Stockton,"Stockton,California",44700,G2-44700,779574.25,274368.3654,192057.85577999998,82310.50962000003,-0.00040692609569725757,0.04353366057533538,0.0456,-0.0020663394246646233,-90.17154574394205,0.03729648427472965,-3000.401243690998,1.1867844253765898,0.9360674549322938,0.11682563366475751,0.07944250513102391,5 Yrs (2020-2025),37.9577016,-121.290779
0,2020-06-30,2025-06-30,Class B,California,Stockton,"Stockton,California",44700,G2-44700,779574.25,184065.2222,128845.65553999998,55219.56666000001,0.007187700605956859,0.05406364739230479,0.045599999999999995,0.008463647392304798,-72.85926491022096,0.09394990456993502,12196.414217607737,1.4905903238016311,0.9579813482435507,0.02376497832115687,0.03266509463975398,5 Yrs (2020-2025),37.9577016,-121.290779
0,2020-06-30,2025-06-30,Class C,California,Stockton,"Stockton,California",44700,G2-44700,779574.25,136543.5509,95580.48563,40963.06527000001,0.0225552338480548,0.05222999916316569,0.04560000000000001,0.00662999916316568,-61.27454340457896,0.12752528224656112,16780.149052725086,1.7317653262761643,0.9646275157315174,-0.0007272450358769555,0.0005382803002509373,5 Yrs (2020-2025),37.9577016,-121.290779
0,2020-06-30,2025-06-30,Class A,New York,Syracuse,"Syracuse,New York",45060,G2-45060,662115.625,319823.4107,223876.38749,95947.02321000001,0.00986042515569907,0.032655065460258134,0.0456,-0.012944934539741867,-78.878924250603,0.033387817360293504,-5516.852941043151,1.1798645579151115,0.9181228259579842,0.07817294499398741,0.06523633380031768,5 Yrs (2020-2025),43.0481221,-76.1474244
0,2020-06-30,2025-06-30,Class B,New York,Syracuse,"Syracuse,New York",45060,G2-45060,662115.625,135470.5614,94829.39298,40641.16842,0.029487132875129163,0.05318976535154152,0.0456,0.0075897653515415164,-44.228136539459086,0.147364563626593,21385.443412183486,1.8757986383969707,0.9300510186836065,0.017608634190467765,0.026136577420796225,5 Yrs (2020-2025),43.0481221,-76.1474244
0,2020-06-30,2025-06-30,Class C,New York,Syracuse,"Syracuse,New York",45060,G2-45060,662115.625,73915.7121,51740.99847,22174.713630000006,0.04479388106197546,0.07827501373410617,0.0456,0.03267501373410617,-35.17702221870395,0.24837621001700483,24954.62303485195,2.5890949590499255,0.9535225210767176,-0.002723302767177027,-0.001935903463660238,5 Yrs (2020-2025),43.0481221,-76.1474244
0,2020-06-30,2025-06-30,Class A,Florida,Tampa,"Tampa,Florida",45300,G2-45300,3175287.0,251909.6169,176336.73182999998,75572.88507000002,0.041907974598707876,0.043369582871910985,0.0456,-0.002230417128089017,-24.727173149586,0.1506514345977663,43466.36969730735,1.9503404773830673,0.8966206785968707,0.08356473300106115,0.08569121233695087,5 Yrs (2020-2025),27.9477595,-82.458444
0,2020-06-30,2025-06-30,Class B,Florida,Tampa,"Tampa,Florida",45300,G2-45300,3175287.0,171863.4545,120304.41814999998,51559.03635000001,0.05045652781402632,0.05223460835308042,0.0456,0.006634608353080419,-8.529834449291993,0.19410088805850823,43372.77299737833,2.2687719335521437,0.9241850734230374,0.03543789677001641,0.04290958294776215,5 Yrs (2020-2025),27.9477595,-82.458444
0,2020-06-30,2025-06-30,Class C,Florida,Tampa,"Tampa,Florida",45300,G2-45300,3175287.0,106818.9166,74773.24161999999,32045.67498000001,0.06221239027805825,0.06559230105876647,0.04560000000000001,0.01999230105876646,4.074685275554033,0.25174680094717106,39384.438744127605,2.7353698658973395,0.9499220001480692,-0.004083642820746469,-0.0015171892287619837,5 Yrs (2020-2025),27.9477595,-82.458444
0,2020-06-30,2025-06-30,Class A,Ohio,Toledo,"Toledo,Ohio",45780,G2-45780,606247.3125,118975.3569,83282.74983,35692.60707,-1.4627490577567848e-05,0.06194000989829638,0.04560000000000001,0.01634000989829637,-118.19101870059995,0.10045359190498515,8544.266011134918,1.5000897139273248,0.8913025404097373,0.08297988894946573,0.063547899007387,5 Yrs (2020-2025),41.6529143,-83.5378173
0,2020-06-30,2025-06-30,Class B,Ohio,Toledo,"Toledo,Ohio",45780,G2-45780,606247.3125,85237.9261,59666.54826999999,25571.377830000005,0.00139333002947728,0.07230003774476987,0.0456,0.026700037744769867,-116.14851653575911,0.13707095408141678,10410.855319916467,1.6962875987515582,0.9097740842936832,0.026984329895129777,0.033938697404073404,5 Yrs (2020-2025),41.6529143,-83.5378173
0,2020-06-30,2025-06-30,Class C,Ohio,Toledo,"Toledo,Ohio",45780,G2-45780,606247.3125,45837.7845,32086.44915,13751.335350000001,0.022834899419037713,0.08621885516496877,0.0456,0.04061885516496877,-85.635036230087,0.22705975489974883,12481.143659881458,2.3033451117343855,0.9537945870814593,-0.0010295196420928576,0.0,5 Yrs (2020-2025),41.6529143,-83.5378173
0,2020-06-30,2025-06-30,Class A,Arizona,Tucson,"Tucson,Arizona",46060,G2-46060,1043464.9375,183269.151,128288.4057,54980.74530000001,0.04903665823985093,0.04741384642718034,0.0456,0.0018138464271803406,-16.164593398571014,0.1796395091633065,41248.51212165062,2.159689294029424,0.8777610535138738,0.07761055182547039,0.0708119894180228,5 Yrs (2020-2025),32.2228765,-110.974847
0,2020-06-30,2025-06-30,Class B,Arizona,Tucson,"Tucson,Arizona",46060,G2-46060,1043464.9375,117566.5813,82296.60691,35269.97439,0.06227358646529013,0.05277405321533027,0.04560000000000001,0.00717405321533026,4.738420248032033,0.22086915405015617,36865.03501878352,2.5230309815337875,0.9274176363109877,0.003734904575150466,0.01704471418598863,5 Yrs (2020-2025),32.2228765,-110.974847
0,2020-06-30,2025-06-30,Class C,Arizona,Tucson,"Tucson,Arizona",46060,G2-46060,1043464.9375,76993.0284,53895.11987999999,23097.908520000005,0.061537377785704006,0.05870377531131515,0.0456,0.013103775311315145,-2.5437027215959027,0.23385705490896758,25833.49973619865,2.6062572173533107,0.9175017520866601,-0.012344234712326374,-5.682786875371715e-05,5 Yrs (2020-2025),32.2228765,-110.974847
0,2020-06-30,2025-06-30,Class A,Oklahoma,Tulsa,"Tulsa,Oklahoma",46140,G2-46140,1015336.0,132163.6659,92514.56612999999,39649.09977,0.02620643379787846,0.05307042826709612,0.0456,0.007470428267096117,-54.79514598846505,0.13970589713714143,18902.495689315074,1.8127814417631622,0.9122582558473926,0.061087539254747414,0.05392090149628448,5 Yrs (2020-2025),36.1563122,-95.9927516
0,2020-06-30,2025-06-30,Class B,Oklahoma,Tulsa,"Tulsa,Oklahoma",46140,G2-46140,1015336.0,81554.1204,57087.88428,24466.23612,0.038697633834820166,0.0667908871659497,0.0456,0.021190887165949704,-36.183372139931,0.20686991300187674,21173.1770151253,2.2780282426185208,0.9334458899584608,0.010466894290424245,0.019108171114292194,5 Yrs (2020-2025),36.1563122,-95.9927516
0,2020-06-30,2025-06-30,Class C,Oklahoma,Tulsa,"Tulsa,Oklahoma",46140,G2-46140,1015336.0,49799.5211,34859.664769999996,14939.856330000002,0.05766592936881376,0.08169474172222005,0.0456,0.03609474172222005,-12.490674853324057,0.28303190321449323,20698.951866382464,2.9081015890340716,0.9153494460613674,0.0011813697931415401,0.0008655807428974427,5 Yrs (2020-2025),36.1563122,-95.9927516
0,2020-06-30,2025-06-30,Class A,California,Ventura,"Ventura,California",37100,G2-37100,844212.6875,427476.6478,299233.65345999994,128242.99434000003,0.027147587123791617,0.03509911306369685,0.04560000000000001,-0.010500886936303161,-37.34342753887197,0.08989125280880006,29187.144601108084,1.5306874057915234,0.9091757871962394,0.08406715102906603,0.06774644153302578,5 Yrs (2020-2025),34.4458248,-119.0779359
0,2020-06-30,2025-06-30,Class B,California,Ventura,"Ventura,California",37100,G2-37100,844212.6875,356581.0539,249606.73773,106974.31617,0.019143499664592722,0.03995551172055009,0.0456,-0.005644488279449911,-41.34088754653896,0.08235273304424662,19377.487743426973,1.4654354089123016,0.9691297292135375,0.002958398547018737,0.0024813773384466664,5 Yrs (2020-2025),34.4458248,-119.0779359
0,2020-06-30,2025-06-30,Class C,California,Ventura,"Ventura,California",37100,G2-37100,844212.6875,283191.0174,198233.71218,84957.30522000001,0.02596621150007472,0.04159176983784674,0.0456,-0.0040082301621532646,-37.85558044910403,0.10518852648984933,25856.160512064132,1.617032361919262,0.9707497323659018,0.001101922103667441,0.0003773902450157074,5 Yrs (2020-2025),34.4458248,-119.0779359
0,2020-06-30,2025-06-30,Class A,District of Columbia,Washington,"Washington,District of Columbia",47900,G2-47900,6373200.0,433676.0288,303573.22015999997,130102.80864,-0.004291065158126051,0.030092523675365548,0.0456,-0.015507476324634454,-73.673836886883,-0.02074474228200196,-37014.06875079115,0.898635455192527,0.9005091104443381,0.08139263590087764,0.07508884784716452,5 Yrs (2020-2025),38.8950368,-77.0365427
0,2020-06-30,2025-06-30,Class B,District of Columbia,Washington,"Washington,District of Columbia",47900,G2-47900,6373200.0,276530.6814,193571.47697999998,82959.20442000002,0.009107048568928189,0.039003596478424274,0.0456,-0.006596403521575728,-63.48099559545503,0.05109329274194563,2125.8784665278217,1.2726339875464605,0.9383548666764653,0.010919493461588381,0.010236356175016503,5 Yrs (2020-2025),38.8950368,-77.0365427
0,2020-06-30,2025-06-30,Class C,District of Columbia,Washington,"Washington,District of Columbia",47900,G2-47900,6373200.0,182327.8845,127629.51914999998,54698.36535000001,0.018672280435846123,0.04789794842680898,0.0456,0.002297948426808978,-60.607865452767044,0.10471839440625308,15872.45278179019,1.589344655370966,0.9492886836550284,-0.0031846078506745368,-0.0002302501425084369,5 Yrs (2020-2025),38.8950368,-77.0365427
0,2020-06-30,2025-06-30,Class A,Kansas,Wichita,"Wichita,Kansas",48620,G2-48620,655059.875,120901.5302,84631.07113999999,36270.45906000001,0.011911490529055158,0.04973101805317761,0.0456,0.004131018053177608,-90.15224874019594,0.09246184533394164,8033.350413025393,1.5001612677478198,0.9081263266874868,0.046059672779207306,0.03665791558232345,5 Yrs (2020-2025),37.6922361,-97.3375448
0,2020-06-30,2025-06-30,Class B,Kansas,Wichita,"Wichita,Kansas",48620,G2-48620,655059.875,80983.2334,56688.26338,24294.97002,0.021287657418884276,0.06065045532165728,0.0456,0.015050455321657281,-72.71170616149902,0.14925356524051492,12487.543142781578,1.8490656884132353,0.9335328541147839,0.020289776583071184,0.020366832520162692,5 Yrs (2020-2025),37.6922361,-97.3375448
0,2020-06-30,2025-06-30,Class C,Kansas,Wichita,"Wichita,Kansas",48620,G2-48620,655059.875,49942.9036,34960.03251999999,14982.871080000004,0.02800094312145074,0.07232495417615885,0.0456,0.026724954176158847,-63.52968513965607,0.19756855876254376,11705.61071494035,2.1669754924509164,0.9244838780609111,0.002368961683616444,0.00019225430254943277,5 Yrs (2020-2025),37.6922361,-97.3375448
0,2020-06-30,2025-06-30,Class A,North Carolina,Winston,"Winston,North Carolina",49180,G2-49180,676118.125,131730.2696,92211.18871999999,39519.08088000001,0.05682282315323284,0.05563018315068402,0.0456,0.010030183150684019,-8.387528359889984,0.2164967555951507,39319.56313919688,2.456135990820769,0.889800215078259,0.05329978251930312,0.041823042135009425,5 Yrs (2020-2025),36.0998131,-80.2440518
0,2020-06-30,2025-06-30,Class B,North Carolina,Winston,"Winston,North Carolina",49180,G2-49180,676118.125,98810.1365,69167.09554999998,29643.04095000001,0.06340482771568978,0.06570728646647589,0.0456,0.020107286466475888,11.13057136535596,0.2549713795650441,37098.206214192454,2.7626436986244975,0.9248162041808646,0.03166245401933976,0.029840137069611083,5 Yrs (2020-2025),36.0998131,-80.2440518
